Followers,Following,Following/Followers,Posts,Posts/Followers,Bio,Profile Picture,External Link,Mutual Friends,Threads,Labels
46,1518,33,1,0.03030303,N,N,N,0,N,Bot
5,182,36.4,2,0.054945055,N,N,N,0,N,Scam
9,1200,133.3333333,1,0.0075,N,N,N,0,N,Bot
41,2854,69.6097561,2,0.028731605,N,N,N,0,N,Bot
0,278,#DIV/0!,4,#DIV/0!,Yes,Yes,N,0,N,Scam
3799,1653,0.435114504,538,1236.45614,yes,Yes,Yes,8,N,Real
17720,468,0.026410835,92,3483.418803,N,Yes,N,7,N,Spam
99512,500,0.00502452,79,15722.896,N,N,N,5,N,Spam
2,1860,930,0,0,N,Yes,N,0,N,Bot
4,83,20.75,0,0,Yes,N,N,0,N,Scam
14358,1572,0.109486001,2231,20377.03435,Yes,Yes,Yes,5,N,Real
23,818,35.56521739,0,0,N,Yes,N,0,N,Bot
121115,1047,0.008644677,74,8560.181471,Yes,Yes,Yes,0,Yes,Spam
39,6529,167.4102564,0,0,N,N,N,0,N,Bot
9,272,30.22222222,2,0.066176471,N,Yes,N,0,N,Bot
45,693,15.4,0,0,N,N,N,0,N,Bot
1,595,595,1,0.001680672,N,N,N,0,N,Scam
15831,1152,0.072768619,641,8808.742188,N,N,Yes,3,N,Real
43,1880,43.72093023,0,0,N,N,N,0,N,Bot
6,102,17,2,0.117647059,Yes,N,N,0,N,Scam
919,2107,2.292709467,2051,894.5747508,N,N,N,10,N,Real
82863,484,0.005840966,308,52731,N,Yes,Yes,3,Yes,Spam
135443,890,0.00657103,489,74417.55843,N,Yes,Yes,9,Yes,Spam
1134,2000,1.76366843,1160,657.72,yes,N,Yes,8,Yes,Real
145175,23,0.000158429,480,3029739.13,Yes,N,Yes,7,N,Spam
3824,125,0.032688285,0,0,N,N,Yes,0,Yes,Real
6640,2163,0.325753012,2352,7220.194175,Yes,N,Yes,9,N,Real
110299,965,0.008748946,612,69951.2829,N,N,N,2,Yes,Spam
8,1706,213.25,1,0.004689332,N,Yes,N,0,N,Bot
3,401,133.6666667,0,0,Yes,N,N,0,N,Scam
5,371,74.2,3,0.040431267,Yes,N,N,0,N,Scam
15,6051,403.4,2,0.004957858,N,Yes,N,0,N,Bot
112485,152,0.001351291,263,194628.6513,Yes,N,Yes,9,Yes,Spam
11,921,83.72727273,0,0,N,N,N,0,N,Bot
103309,818,0.007917994,690,87143.28851,Yes,N,Yes,5,Yes,Spam
19,5867,308.7894737,0,0,N,N,N,0,N,Bot
73919,962,0.013014245,465,35730.07796,N,Yes,Yes,0,Yes,Spam
24976,615,0.024623639,720,29240.19512,Yes,N,N,7,Yes,Spam
110301,946,0.008576531,267,31131.46617,N,N,Yes,8,Yes,Spam
18,3480,193.3333333,2,0.010344828,N,N,N,0,N,Bot
3,584,194.6666667,3,0.015410959,N,N,N,0,N,Scam
120456,948,0.007870094,89,11308.63291,Yes,Yes,Yes,7,N,Spam
2,269,134.5,4,0.029739777,N,Yes,N,0,N,Scam
1,649,649,4,0.006163328,N,N,N,0,N,Scam
5286,177,0.033484677,1786,53337.83051,Yes,Yes,N,13,N,Real
20173,1917,0.095028008,2468,25971.29056,yes,N,Yes,4,Yes,Real
4310,822,0.190719258,226,1184.987835,N,Yes,Yes,5,Yes,Spam
0,549,#DIV/0!,0,#DIV/0!,N,N,N,0,N,Scam
9565,449,0.046941976,1086,23134.94432,yes,N,N,10,Yes,Real
17516,2147,0.122573647,169,1378.762925,N,Yes,Yes,10,N,Real
7,708,101.1428571,0,0,N,N,N,0,N,Bot
21329,128,0.006001219,333,55488.72656,Yes,Yes,Yes,9,Yes,Real
20771,308,0.014828366,1030,69461.46104,Yes,N,Yes,6,Yes,Real
8857,1023,0.115501863,824,7134.084066,Yes,Yes,N,15,N,Real
108822,744,0.006836853,248,36274,Yes,N,N,6,N,Spam
147162,765,0.005198353,198,38088.98824,Yes,Yes,Yes,7,N,Spam
1,34,34,1,0.029411765,Yes,Yes,N,0,N,Scam
13308,157,0.011797415,824,69845.80892,N,Yes,Yes,15,N,Real
7,5743,820.4285714,1,0.001218875,N,N,N,0,N,Bot
133625,666,0.004984097,726,145663.2883,Yes,Yes,N,2,N,Spam
16323,401,0.024566563,2446,99566.22943,Yes,N,Yes,10,N,Real
18245,1765,0.096738833,2371,24509.28895,Yes,Yes,N,9,N,Real
39,5824,149.3333333,0,0,N,N,N,0,N,Bot
20016,569,0.028427258,2201,77425.68717,Yes,Yes,N,4,Yes,Real
4,110,27.5,0,0,N,Yes,N,0,N,Scam
54320,166,0.003055965,220,71990.36145,N,Yes,Yes,9,N,Spam
123434,198,0.001604096,579,360950.9394,Yes,N,N,2,N,Spam
160418,540,0.003366206,162,48125.4,N,Yes,N,2,Yes,Spam
44,1101,25.02272727,0,0,N,Yes,N,0,N,Bot
20639,449,0.02175493,73,3355.561247,Yes,Yes,Yes,7,N,Spam
92039,779,0.008463803,146,17249.92811,Yes,Yes,Yes,7,N,Spam
145064,664,0.00457729,24,5243.277108,Yes,N,N,8,N,Spam
39,2703,69.30769231,0,0,N,N,N,0,N,Bot
2634,1000,0.379650721,1440,3792.96,yes,N,N,1,N,Real
4,667,166.75,2,0.011994003,Yes,N,N,0,N,Scam
3,586,195.3333333,0,0,Yes,N,N,0,N,Scam
54063,787,0.014557091,687,47193.49555,Yes,N,Yes,3,Yes,Spam
148761,910,0.006117195,652,106584.8044,N,Yes,N,0,N,Spam
69280,891,0.012860855,487,37866.84624,N,Yes,N,2,N,Spam
10,3487,348.7,2,0.005735589,N,N,N,0,N,Bot
1929,508,0.263348885,1221,4636.435039,yes,Yes,Yes,9,N,Real
4,246,61.5,1,0.016260163,Yes,N,N,0,N,Scam
5,5153,1030.6,2,0.001940617,N,N,N,0,N,Bot
1291,1292,1.000774593,2429,2427.119969,Yes,Yes,Yes,2,Yes,Real
3,42,14,2,0.142857143,Yes,N,N,0,N,Scam
15058,1783,0.118408819,1815,15328.25014,yes,N,Yes,7,N,Real
4,331,82.75,1,0.012084592,Yes,N,N,0,N,Scam
2,296,148,4,0.027027027,N,Yes,N,0,N,Scam
17,1691,99.47058824,0,0,N,Yes,N,0,N,Bot
1,68,68,2,0.029411765,N,Yes,N,0,N,Scam
19,3636,191.3684211,0,0,N,Yes,N,0,N,Bot
6,357,59.5,0,0,N,Yes,N,0,N,Scam
5,558,111.6,2,0.017921147,N,N,N,0,N,Scam
10,2633,263.3,1,0.003797949,N,N,N,0,N,Bot
1,558,558,2,0.003584229,Yes,Yes,N,0,N,Scam
20488,2162,0.105525185,1612,15275.9741,yes,Yes,N,7,N,Real
6,93,15.5,4,0.258064516,N,Yes,N,0,N,Scam
19272,2038,0.105749274,2647,25030.90481,Yes,N,N,14,N,Real
70315,906,0.012884875,302,23438.33333,N,Yes,N,4,Yes,Spam
13311,972,0.073022312,318,4354.833333,Yes,N,Yes,8,Yes,Spam
11392,1965,0.172489466,953,5524.975064,N,N,N,14,N,Real
2,6600,3300,1,0.00030303,N,N,N,0,N,Bot
161901,317,0.001957987,122,62308.90221,Yes,Yes,Yes,3,N,Spam
19,919,48.36842105,2,0.041349293,N,N,N,0,N,Bot
13037,1718,0.131778783,1526,11580.01281,N,N,N,14,N,Real
37,678,18.32432432,0,0,N,Yes,N,0,N,Bot
2130,1544,0.724882629,584,805.6476684,N,N,N,7,N,Real
111221,678,0.006095971,681,111713.1283,N,Yes,Yes,0,N,Spam
16382,467,0.028506898,1982,69527.03212,Yes,N,N,12,N,Real
2418,2211,0.91439206,2123,2321.761194,Yes,Yes,N,5,N,Real
111150,1047,0.009419703,554,58812.89398,Yes,Yes,N,7,N,Spam
1,93,93,4,0.043010753,Yes,N,N,0,N,Scam
38,2426,63.84210526,0,0,N,Yes,N,0,N,Bot
38,6359,167.3421053,2,0.011951565,N,Yes,N,0,N,Bot
5,547,109.4,0,0,Yes,N,N,0,N,Scam
49268,509,0.010331249,491,47525.71316,Yes,N,Yes,9,N,Spam
50955,612,0.012010598,443,36884.09314,Yes,Yes,Yes,9,N,Spam
24401,836,0.034260891,31,904.8217703,N,Yes,N,1,Yes,Spam
7,180,25.71428571,2,0.077777778,Yes,Yes,N,0,N,Scam
14956,1446,0.096683605,598,6185.123098,Yes,Yes,Yes,0,N,Real
1,748,748,3,0.004010695,Yes,N,N,0,N,Scam
19892,1414,0.071083853,2182,30696.14144,yes,Yes,N,0,N,Real
0,1808,#DIV/0!,2,#DIV/0!,N,Yes,N,0,N,Bot
20,617,30.85,1,0.032414911,N,N,N,0,N,Bot
2310,58,0.025108225,2410,95984.48276,Yes,N,Yes,11,N,Real
7837,1189,0.151716218,1343,8852.052986,N,N,Yes,3,N,Real
47,3948,84,1,0.011904762,N,Yes,N,0,N,Bot
12146,2009,0.165404248,2312,13977.87556,N,Yes,N,1,Yes,Real
31,3031,97.77419355,1,0.010227648,N,Yes,N,0,N,Bot
147432,926,0.006280862,569,90592.66523,N,N,Yes,2,Yes,Spam
4,756,189,0,0,N,Yes,N,0,N,Scam
10662,619,0.05805665,148,2549.234249,N,N,N,1,Yes,Real
1947,44,0.02259887,473,20930.25,N,Yes,Yes,4,Yes,Spam
17243,682,0.039552282,1405,35522.60264,N,Yes,Yes,13,N,Real
16959,431,0.025414234,2608,102619.6566,N,N,Yes,6,N,Real
98655,332,0.003365263,141,41898.65964,N,N,Yes,6,N,Spam
20472,1704,0.083235639,2570,30876.19718,N,Yes,N,3,N,Real
150466,61,0.000405407,25,61666.39344,Yes,Yes,Yes,7,N,Spam
103465,44,0.000425265,398,935887.9545,N,Yes,Yes,9,Yes,Spam
5,69,13.8,1,0.072463768,N,N,N,0,N,Scam
6,453,75.5,0,0,Yes,Yes,N,0,N,Scam
4267,67,0.015701898,412,26238.86567,Yes,N,N,13,N,Real
1,347,347,0,0,Yes,Yes,N,0,N,Scam
1,485,485,1,0.002061856,N,Yes,N,0,N,Scam
97165,1035,0.010651984,389,36519.01932,Yes,N,Yes,0,N,Spam
99251,801,0.008070448,189,23418.77528,N,N,N,5,Yes,Spam
3482,1113,0.319643883,1733,5421.65858,N,Yes,N,8,N,Real
2262,1450,0.641025641,940,1466.4,yes,Yes,N,0,Yes,Real
13316,2149,0.1613848,2452,15193.50023,N,Yes,Yes,3,Yes,Real
28,3963,141.5357143,2,0.014130709,N,N,N,0,N,Bot
18902,847,0.044810073,1887,42111.0673,N,N,N,0,Yes,Real
15042,824,0.054779949,967,17652.44417,N,N,N,4,Yes,Real
14,3792,270.8571429,0,0,N,N,N,0,N,Bot
14,2769,197.7857143,0,0,N,Yes,N,0,N,Bot
2,4,2,3,1.5,Yes,N,N,0,N,Scam
6,160,26.66666667,0,0,N,N,N,0,N,Scam
3,259,86.33333333,0,0,Yes,Yes,N,0,N,Scam
162808,429,0.002635006,211,80075.7296,Yes,N,Yes,5,Yes,Spam
7,526,75.14285714,3,0.039923954,N,N,N,0,N,Scam
21224,615,0.02897663,1408,48590.8813,Yes,N,N,4,Yes,Real
1,665,665,1,0.001503759,Yes,Yes,N,0,N,Scam
10965,1313,0.119744642,255,2129.531607,yes,N,N,6,N,Real
144031,776,0.005387729,492,91318.62371,Yes,Yes,Yes,6,N,Spam
161921,1063,0.00656493,62,9444.122295,Yes,N,Yes,4,Yes,Spam
6,5906,984.3333333,1,0.001015916,N,Yes,N,0,N,Bot
54694,275,0.005027974,441,87709.28727,N,Yes,N,1,Yes,Spam
18,5246,291.4444444,1,0.003431186,N,N,N,0,N,Bot
3,169,56.33333333,2,0.035502959,Yes,N,N,0,N,Scam
5543,932,0.168139996,1077,6405.376609,N,N,N,8,N,Real
15510,555,0.035783366,223,6231.945946,Yes,Yes,N,0,N,Real
46,2484,54,1,0.018518519,N,Yes,N,0,N,Bot
5,78,15.6,0,0,N,N,N,0,N,Scam
36270,520,0.014336918,522,36409.5,Yes,N,Yes,3,Yes,Spam
151846,170,0.001119555,171,152739.2118,Yes,N,N,9,Yes,Spam
28,4683,167.25,2,0.011958146,N,N,N,0,N,Bot
22,449,20.40909091,0,0,N,Yes,N,0,N,Bot
2672,547,0.204715569,76,371.2468007,Yes,Yes,N,15,Yes,Real
19130,1476,0.077156299,2527,32751.70054,Yes,N,Yes,6,N,Real
21959,160,0.007286306,433,59426.54375,Yes,N,N,0,N,Spam
30,5748,191.6,1,0.005219207,N,Yes,N,0,N,Bot
5,543,108.6,1,0.009208103,N,Yes,N,0,N,Scam
6347,627,0.098786828,2638,26703.96491,N,N,Yes,0,Yes,Real
16206,951,0.05868197,1584,26992.95899,yes,Yes,N,3,Yes,Real
11,6668,606.1818182,2,0.00329934,N,Yes,N,0,N,Bot
15,992,66.13333333,2,0.030241935,N,N,N,0,N,Bot
0,456,#DIV/0!,0,#DIV/0!,Yes,Yes,N,0,N,Scam
952,2133,2.240546218,1120,499.878106,Yes,N,Yes,3,Yes,Real
0,208,#DIV/0!,1,#DIV/0!,Yes,Yes,N,0,N,Scam
11881,2119,0.178351991,1835,10288.64323,Yes,Yes,N,15,N,Real
3,348,116,0,0,N,N,N,0,N,Scam
47,5840,124.2553191,2,0.01609589,N,N,N,0,N,Bot
6,4263,710.5,2,0.002814919,N,Yes,N,0,N,Bot
158225,1021,0.006452836,194,30064.29971,N,Yes,N,4,Yes,Spam
19122,912,0.047693756,2027,42500.32237,yes,Yes,N,11,N,Real
6,252,42,2,0.047619048,N,N,N,0,N,Scam
14945,2258,0.15108732,1035,6850.343224,N,Yes,Yes,7,Yes,Real
20,3206,160.3,2,0.012476606,N,N,N,0,N,Bot
6,338,56.33333333,4,0.071005917,N,N,N,0,N,Scam
21591,253,0.011717845,2177,185785.0079,N,N,Yes,3,N,Real
36,5674,157.6111111,1,0.00634473,N,Yes,N,0,N,Bot
5,836,167.2,1,0.005980861,N,Yes,N,0,N,Bot
7543,1438,0.190640329,1195,6268.348401,yes,N,N,10,Yes,Real
12,1947,162.25,2,0.012326656,N,Yes,N,0,N,Bot
18,6357,353.1666667,0,0,N,Yes,N,0,N,Bot
5322,124,0.023299511,1532,65752.45161,N,Yes,Yes,10,Yes,Real
20847,786,0.037703267,476,12624.90076,N,Yes,Yes,3,Yes,Spam
17,2686,158,2,0.012658228,N,N,N,0,N,Bot
42,2938,69.95238095,2,0.028590878,N,N,N,0,N,Bot
93083,1024,0.011000935,724,65812.58984,N,Yes,N,5,N,Spam
5,124,24.8,4,0.161290323,N,Yes,N,0,N,Scam
18009,879,0.048808929,356,7293.74744,N,Yes,N,8,Yes,Spam
28,4750,169.6428571,0,0,N,N,N,0,N,Bot
18468,1794,0.097141001,346,3561.832776,N,Yes,N,12,Yes,Real
67510,224,0.003318027,216,65098.92857,N,N,N,4,Yes,Spam
7,26,3.714285714,3,0.807692308,Yes,Yes,N,0,N,Scam
10252,710,0.06925478,2559,36950.51831,yes,Yes,N,6,Yes,Real
9,5317,590.7777778,0,0,N,Yes,N,0,N,Bot
48672,69,0.001417653,156,110041.0435,Yes,N,N,2,Yes,Spam
37,6538,176.7027027,1,0.005659223,N,N,N,0,N,Bot
64291,155,0.002410913,547,226885.0129,N,N,Yes,8,N,Spam
45,3780,84,1,0.011904762,N,Yes,N,0,N,Bot
14556,2238,0.153751031,1497,9736.520107,yes,N,N,12,Yes,Real
70446,271,0.003846918,448,116456.8561,Yes,N,Yes,0,Yes,Spam
12447,241,0.019362095,974,50304.47303,yes,Yes,Yes,14,N,Real
25,699,27.96,1,0.035765379,N,Yes,N,0,N,Bot
64067,238,0.003714861,352,94754.55462,N,Yes,N,1,N,Spam
20584,179,0.008696075,681,78311.19553,N,N,N,2,Yes,Real
9923,1443,0.145419732,792,5446.303534,yes,N,N,9,N,Real
16,5124,320.25,1,0.00312256,N,N,N,0,N,Bot
5781,1522,0.26327625,557,2115.648489,yes,Yes,N,10,Yes,Real
103449,724,0.006998618,662,94590.10773,Yes,Yes,N,4,Yes,Spam
103069,1033,0.010022412,720,71838.99322,N,Yes,Yes,2,Yes,Spam
3,1213,404.3333333,1,0.002473207,N,N,N,0,N,Bot
1,557,557,2,0.003590664,Yes,N,N,0,N,Scam
45,5231,116.2444444,0,0,N,Yes,N,0,N,Bot
70005,277,0.00395686,613,154920.8123,Yes,N,Yes,1,Yes,Spam
16493,1457,0.088340508,1344,15213.85861,N,Yes,Yes,1,N,Real
0,492,#DIV/0!,3,#DIV/0!,Yes,Yes,N,0,N,Scam
39,743,19.05128205,1,0.052489906,N,Yes,N,0,N,Bot
7142,361,0.050546066,4,79.13573407,N,N,N,1,Yes,Spam
30,219,7.3,0,0,N,Yes,N,0,N,Bot
20912,1512,0.072302984,1710,23650.47619,Yes,N,Yes,3,N,Real
19564,2169,0.110866898,1387,12510.497,yes,N,N,6,Yes,Real
39,783,20.07692308,0,0,N,N,N,0,N,Bot
9076,1344,0.148082856,1471,9933.627976,yes,N,Yes,6,N,Real
11366,434,0.038184058,475,12439.74654,N,Yes,N,11,Yes,Real
10962,2101,0.191662105,48,250.4407425,yes,N,N,14,N,Real
18,2586,143.6666667,1,0.006960557,N,N,N,0,N,Bot
50110,151,0.003013371,385,127763.9073,N,N,Yes,1,Yes,Spam
20580,1487,0.072254616,1836,25410.14122,yes,Yes,N,4,N,Real
7197,534,0.074197582,665,8962.55618,Yes,N,Yes,7,N,Real
147315,940,0.006380884,437,68485.80319,Yes,Yes,Yes,0,N,Spam
18897,311,0.016457639,1057,64225.49518,N,Yes,N,14,N,Real
5143,103,0.020027221,2664,133018.9515,Yes,Yes,N,0,N,Real
18823,516,0.027413271,1698,61940.80233,Yes,N,N,8,Yes,Real
22,1970,89.54545455,1,0.011167513,N,N,N,0,N,Bot
12,3871,322.5833333,1,0.003099974,N,N,N,0,N,Bot
3,434,144.6666667,3,0.020737327,N,N,N,0,N,Scam
34,4747,139.6176471,2,0.014324837,N,N,N,0,N,Bot
4,457,114.25,0,0,N,Yes,N,0,N,Scam
1,475,475,0,0,Yes,N,N,0,N,Scam
12499,293,0.023441875,1796,76615.03072,yes,N,Yes,12,Yes,Real
75058,1062,0.014149058,589,41628.21281,N,N,N,8,N,Spam
14137,2047,0.14479734,706,4875.780166,yes,Yes,N,3,N,Real
17,3757,221,1,0.004524887,N,Yes,N,0,N,Bot
5213,1588,0.304623058,2548,8364.435768,Yes,N,Yes,7,Yes,Real
4,418,104.5,3,0.028708134,Yes,Yes,N,0,N,Scam
73582,391,0.0053138,419,78851.29923,Yes,Yes,Yes,5,Yes,Spam
10,858,85.8,1,0.011655012,N,Yes,N,0,N,Bot
43,5586,129.9069767,2,0.015395632,N,N,N,0,N,Bot
73942,254,0.003435125,167,48615.40945,Yes,N,N,8,N,Spam
0,597,#DIV/0!,3,#DIV/0!,Yes,N,N,0,N,Scam
17,6193,364.2941176,1,0.002745035,N,Yes,N,0,N,Bot
1,594,594,4,0.006734007,Yes,Yes,N,0,N,Scam
43,4407,102.4883721,0,0,N,N,N,0,N,Bot
6160,1714,0.278246753,785,2821.236873,Yes,N,N,14,Yes,Real
3,514,171.3333333,3,0.017509728,N,N,N,0,N,Scam
59674,736,0.01233368,623,50512.09511,N,N,N,8,Yes,Spam
6793,1249,0.183865744,2514,13673.02002,Yes,Yes,Yes,12,N,Real
81177,563,0.006935462,441,63586.24689,Yes,Yes,N,3,Yes,Spam
4,582,145.5,3,0.020618557,Yes,N,N,0,N,Scam
7,5867,838.1428571,1,0.001193114,N,N,N,0,N,Bot
5,2887,577.4,1,0.001731902,N,Yes,N,0,N,Bot
2887,1692,0.586075511,2659,4536.958038,Yes,Yes,N,13,Yes,Real
5,494,98.8,0,0,N,Yes,N,0,N,Scam
20445,1392,0.068085106,2558,37570.625,Yes,N,Yes,4,N,Real
42459,330,0.007772204,409,52623.42727,N,Yes,Yes,7,Yes,Spam
36517,814,0.022290988,286,12830.2973,N,Yes,N,4,Yes,Spam
16492,464,0.028134853,46,1634.982759,Yes,Yes,Yes,5,N,Spam
75513,819,0.010845815,407,37525.99634,N,N,Yes,0,N,Spam
106312,226,0.002125818,71,33398.90265,Yes,Yes,N,5,N,Spam
7,643,91.85714286,1,0.01088647,N,N,N,0,N,Scam
2037,1609,0.789887089,474,600.0857676,Yes,Yes,Yes,11,N,Real
1,358,358,0,0,N,N,N,0,N,Scam
0,133,#DIV/0!,4,#DIV/0!,Yes,N,N,0,N,Scam
7,536,76.57142857,4,0.052238806,Yes,N,N,0,N,Scam
10615,947,0.089213377,1891,21196.37276,Yes,N,N,14,Yes,Real
1,60,60,2,0.033333333,N,Yes,N,0,N,Scam
2292,1749,0.763089005,2058,2696.933105,N,Yes,Yes,11,N,Real
129824,72,0.000554597,586,1056623.111,Yes,Yes,N,4,Yes,Spam
13622,1406,0.103215387,2316,22438.51494,yes,Yes,Yes,0,Yes,Real
24680,107,0.004335494,168,38749.90654,Yes,Yes,Yes,0,Yes,Spam
37,4234,114.4324324,0,0,N,Yes,N,0,N,Bot
36,3318,92.16666667,0,0,N,N,N,0,N,Bot
13,5148,396,2,0.005050505,N,N,N,0,N,Bot
6,86,14.33333333,3,0.209302326,N,Yes,N,0,N,Scam
4,479,119.75,3,0.025052192,Yes,N,N,0,N,Scam
25,657,26.28,1,0.03805175,N,Yes,N,0,N,Bot
91818,644,0.007013875,224,31936.69565,N,N,Yes,4,Yes,Spam
39,2807,71.97435897,2,0.027787674,N,N,N,0,N,Bot
39553,662,0.016737036,14,836.4682779,N,Yes,N,5,N,Spam
2,456,228,4,0.01754386,N,N,N,0,N,Scam
11,3461,314.6363636,1,0.003178272,N,Yes,N,0,N,Bot
22285,929,0.041687234,449,10770.68353,Yes,N,Yes,8,N,Spam
27352,1038,0.037949693,378,9960.554913,Yes,Yes,N,6,Yes,Spam
2,20,10,4,0.4,N,N,N,0,N,Scam
14306,713,0.049839228,1293,25943.41935,N,Yes,N,13,Yes,Real
48,795,16.5625,0,0,yes,N,Yes,10,N,Real
6,131,21.83333333,0,0,Yes,N,N,0,N,Scam
12,633,52.75,2,0.037914692,N,N,N,0,N,Bot
6,21,3.5,4,1.142857143,Yes,Yes,N,0,N,Scam
67788,998,0.01472237,187,12701.75952,Yes,N,N,9,Yes,Spam
1437,72,0.050104384,2516,50215.16667,yes,Yes,Yes,4,N,Real
42,3325,79.16666667,1,0.012631579,N,N,N,0,N,Bot
162838,1057,0.006491114,84,12940.76821,Yes,N,N,0,Yes,Spam
43,1207,28.06976744,2,0.071251036,N,N,N,0,N,Bot
142658,563,0.003946501,37,9375.39254,Yes,N,N,6,N,Spam
15,5960,397.3333333,1,0.002516779,N,Yes,N,0,N,Bot
6,538,89.66666667,0,0,N,N,N,0,N,Scam
19614,136,0.006933823,93,13412.51471,N,N,Yes,0,Yes,Spam
14732,1165,0.079079555,2224,28123.57768,Yes,N,Yes,7,N,Real
3560,1045,0.293539326,679,2313.148325,yes,N,N,7,N,Real
3,288,96,2,0.020833333,N,Yes,N,0,N,Scam
3,35,11.66666667,4,0.342857143,Yes,Yes,N,0,N,Scam
7,294,42,4,0.095238095,N,N,N,0,N,Scam
2,628,314,1,0.003184713,Yes,N,N,0,N,Scam
7142,2016,0.282273873,2121,7513.979167,N,N,N,3,N,Real
7,263,37.57142857,1,0.02661597,N,N,N,0,N,Scam
1224,1671,1.365196078,1454,1065.048474,N,Yes,N,10,N,Real
15,534,35.6,1,0.028089888,N,Yes,N,0,N,Bot
34,674,19.82352941,1,0.050445104,N,Yes,N,0,N,Bot
48,3643,75.89583333,2,0.026351908,N,Yes,N,0,N,Bot
34,5586,164.2941176,0,0,N,N,N,0,N,Bot
44566,666,0.014944128,16,1070.654655,Yes,Yes,N,0,N,Spam
0,435,#DIV/0!,0,#DIV/0!,N,Yes,N,0,N,Scam
119482,964,0.008068161,61,7560.582988,N,N,N,8,Yes,Spam
12939,34,0.002627715,1326,504621,N,Yes,Yes,1,N,Real
12623,167,0.013229819,1904,143917.3174,N,Yes,Yes,7,N,Real
6,558,93,2,0.021505376,N,Yes,N,0,N,Scam
1,5402,5402,1,0.000185117,N,N,N,0,N,Bot
4,759,189.75,0,0,Yes,Yes,N,0,N,Scam
6,620,103.3333333,1,0.009677419,N,Yes,N,0,N,Scam
31,1045,33.70967742,1,0.029665072,N,N,N,0,N,Bot
8448,684,0.080965909,2510,31000.70175,N,N,Yes,12,Yes,Real
114426,108,0.000943841,559,592260.5,Yes,Yes,Yes,7,N,Spam
30,1579,52.63333333,1,0.018999367,N,N,N,0,N,Bot
0,653,#DIV/0!,4,#DIV/0!,Yes,Yes,N,0,N,Scam
34,1595,46.91176471,1,0.021316614,N,N,N,0,N,Bot
1,553,553,2,0.003616637,Yes,Yes,N,0,N,Scam
16557,586,0.035392885,2256,63741.62457,yes,N,Yes,11,N,Real
4,3220,805,2,0.002484472,N,Yes,N,0,N,Bot
24,6314,263.0833333,2,0.007602154,N,N,N,0,N,Bot
3,72,24,1,0.041666667,Yes,N,N,0,N,Scam
8847,1440,0.16276704,1355,8324.78125,Yes,Yes,N,1,Yes,Real
4,414,103.5,4,0.038647343,N,Yes,N,0,N,Scam
7508,555,0.073921151,203,2746.169369,N,Yes,Yes,8,Yes,Real
34,948,27.88235294,1,0.035864979,N,Yes,N,0,N,Bot
15,5307,353.8,1,0.002826456,N,N,N,0,N,Bot
11255,851,0.07561084,351,4642.191539,yes,N,N,6,N,Real
63869,1046,0.016377272,461,28148.76577,N,N,N,1,Yes,Spam
16,6549,409.3125,0,0,N,N,N,0,N,Bot
75463,397,0.005260856,196,37256.29219,Yes,Yes,N,4,Yes,Spam
41,3697,90.17073171,0,0,N,N,N,0,N,Bot
36,4132,114.7777778,2,0.017424976,N,Yes,N,0,N,Bot
133105,758,0.005694752,214,37578.45646,N,N,N,6,N,Spam
32675,876,0.026809487,484,18053.3105,Yes,Yes,Yes,8,Yes,Spam
4,33,8.25,3,0.363636364,Yes,Yes,N,0,N,Scam
24,2812,117.1666667,2,0.017069701,N,N,N,0,N,Bot
4191,21,0.005010737,300,59871.42857,N,Yes,Yes,4,N,Spam
151815,721,0.004749201,503,105912.5451,N,N,N,7,N,Spam
30,6353,211.7666667,0,0,N,N,N,0,N,Bot
6859,321,0.046799825,833,17799.21184,Yes,N,Yes,9,N,Real
11,4374,397.6363636,2,0.005029721,N,N,N,0,N,Bot
30,6683,222.7666667,2,0.008978004,N,N,N,0,N,Bot
13,1886,145.0769231,2,0.01378579,N,N,N,0,N,Bot
3,322,107.3333333,1,0.00931677,Yes,N,N,0,N,Scam
6,260,43.33333333,2,0.046153846,N,N,N,0,N,Scam
17294,163,0.009425234,1530,162330.184,N,N,Yes,4,N,Real
19526,483,0.024736249,790,31936.93582,N,Yes,Yes,4,N,Real
5,373,74.6,1,0.013404826,Yes,N,N,0,N,Scam
7,623,89,2,0.02247191,Yes,N,N,0,N,Scam
97717,583,0.005966209,441,73916.28988,N,N,N,3,N,Spam
62894,1058,0.016821954,548,32576.47637,Yes,Yes,N,3,N,Spam
19062,2076,0.108907775,1802,16546.10983,yes,N,N,12,Yes,Real
114896,544,0.004734717,569,120176.1471,Yes,Yes,N,4,N,Spam
3,341,113.6666667,4,0.035190616,Yes,Yes,N,0,N,Scam
43,3207,74.58139535,1,0.01340817,N,Yes,N,0,N,Bot
5932,608,0.102494943,1628,15883.71053,yes,Yes,N,5,N,Real
1,738,738,3,0.004065041,Yes,N,N,0,N,Scam
2,647,323.5,3,0.00927357,Yes,N,N,0,N,Scam
15013,534,0.035569173,1439,40456.38015,N,N,N,11,Yes,Real
45007,898,0.019952452,461,23104.92984,Yes,Yes,N,5,Yes,Spam
6,650,108.3333333,0,0,Yes,Yes,N,0,N,Scam
1,13,13,3,0.230769231,N,N,N,0,N,Scam
6,268,44.66666667,4,0.089552239,N,Yes,N,0,N,Scam
12,3301,275.0833333,2,0.007270524,N,Yes,N,0,N,Bot
